Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Season,Position
Michael Cedar,TOW,31,20.4,7.3,2.7,7.3,0.365,1.3,3.9,0.333,0.8,1.2,0.632,0.5,1.8,2.4,1.6,0.4,0.2,1.5,1.4,2012,SG
Tyson Demos,ILL,28,15,5.4,1.8,5,0.351,0.9,2.7,0.347,1,1.5,0.667,0.3,0.6,0.9,1.1,0.5,0,1.7,2.4,2012,SG
Nathan Herbert,ADE,28,16.3,4.3,1.6,4.6,0.346,0.6,2.2,0.295,0.5,0.6,0.875,0.6,1.8,2.4,0.7,0.7,0.1,0.6,2.6,2012,SG
Drew Williamson,PER,34,12.4,4,1.4,4.7,0.299,0.9,3.5,0.26,0.3,0.3,0.75,0.3,1.3,1.6,0.6,0.5,0,0.7,0.9,2012,SG
Greg Hire,PER,31,8.1,2.6,0.9,1.7,0.536,0.1,0.3,0.3,0.6,0.9,0.714,0.7,0.9,1.6,0.4,0.1,0,0.5,1.3,2012,SG
Dillon Boucher,NZB,34,18.1,2.3,0.9,2.2,0.419,0,0.1,0.25,0.5,0.9,0.516,1.7,2.1,3.8,2.5,0.9,0.2,1.7,2.9,2012,SG
Mitchell Norton,TOW,5,6.1,2.2,1,2.6,0.385,0,1.2,0,0.2,0.6,0.333,0.2,0.6,0.8,0.2,0.2,0.2,0.6,0.8,2012,SG
Dion Prewster,NZB,12,2.9,1,0.4,1.2,0.357,0.2,0.7,0.222,0,0,0,0.1,0.1,0.2,0.1,0,0.1,0.4,0.5,2012,SG
Karl Nilsson,GCB,4,1.3,0.7,0.2,0.7,0.333,0,0.2,0,0.2,0.5,0.5,0,0,0,0,0.2,0,0,0.2,2012,SG
Keegan Tudehope,TOW,5,4.1,0.6,0.2,2,0.1,0,0.6,0,0.2,0.4,0.5,0,0.4,0.4,0.2,0.4,0.2,0.4,0.2,2012,SG
James Mitchell,CRN,4,3.2,0.5,0,0.3,0,0,0,0,0.5,0.5,1,0.3,0.5,0.8,0,0.3,0,0,0,2012,SG
Owen Odigie,MEL,2,4.2,0.5,0,0.5,0,0,0,0,0.5,1,0.5,0,0.5,0.5,0,0,0,0,1.4,2012,SG
Mike English,GCB,1,17.4,0,0,4.6,0,0,0,0,0,0,0,1.8,1.8,3.7,1.8,1.8,0,3.7,4.6,2012,SG
Robert Cassir,PER,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2012,SG
D.J. Hogg,CRN,33,32.6,17.8,6.1,13.8,0.442,2.7,7.6,0.348,3,3.8,0.786,0.7,4.8,5.5,2.7,1.1,1.2,2,2.1,2023,SF
Rayjon Tucker,MEL,27,28.6,17.7,6.2,12.8,0.481,1.9,4.9,0.379,3.5,4.7,0.746,1.4,4.8,6.2,2.4,0.7,0.1,2.6,2.8,2023,SF
Michael Frazier,ILL,8,29.9,17.3,6.5,14.3,0.456,2,5.2,0.39,2.3,3.3,0.692,1,2.9,3.9,2.3,0.6,0,1.8,2.8,2023,SF
Jarrell Brantley,NZB,36,29.2,16.7,6,13,0.464,2,5.3,0.386,2.6,3.2,0.814,1.1,5,6.2,1.8,1.5,0.6,2.8,3.4,2023,SF
Antonius Cleveland,ADE,28,28.5,15.6,6,12.3,0.487,1.2,3.4,0.361,2.4,3.6,0.673,1.4,3.7,5.2,2.7,1.9,0.7,1.9,2.6,2023,SF
Jack McVeigh,JACK,32,26.4,15.3,5.6,11.8,0.474,2,4.9,0.414,2.1,2.7,0.771,1.8,3.1,4.8,1.6,0.7,0.3,1.3,1.6,2023,SF
Kyle Zunic,PER,14,3.6,1.6,0.5,1.4,0.35,0.1,0.6,0.222,0.4,0.6,0.667,0.1,0.2,0.4,0.4,0.2,0.1,0.2,0.2,2023,PG
George King,ILL,9,23.4,10.5,3.9,9,0.439,1.8,4.9,0.356,0.9,1.4,0.615,0.8,3.3,4.1,0.9,0.3,0.1,1.5,3.1,2023,SF
Ryan Broekhoff,SEM,20,24.8,10.4,3.5,7.8,0.452,2,5.1,0.386,1.3,1.5,0.897,1.1,3,4.1,0.9,0.6,0.3,0.6,2.2,2023,SF
Justin Simon,SYD,36,24.9,10.4,4.3,8.7,0.494,0.5,1.5,0.304,1.3,2.2,0.593,1.6,3.3,4.9,1.3,1.5,0.3,0.9,1.7,2023,SF
Anthony Drmic,ADE,25,22.6,10.2,3.5,7.7,0.451,1.3,4.2,0.318,1.9,2.6,0.727,0.7,2.6,3.3,1.5,1,0,1.4,2.1,2023,SF
Tanner Krebs,BRI,16,22.1,8.1,2.9,7.6,0.387,1.1,3.2,0.346,1.2,1.3,0.905,0.5,2.4,2.9,1.1,0.4,0.2,1.2,1.8,2023,SF
Kouat Noi,SYD,35,17.1,7.6,2.6,5.7,0.461,0.8,2.3,0.361,1.6,2,0.781,0.7,2.8,3.6,0.6,0.5,0.1,1.1,1.7,2023,SF
Andrew White,BRI,14,23.7,7.4,3.1,6.7,0.458,0.9,2.6,0.351,0.4,0.6,0.75,0.3,2.6,2.9,0.7,0.8,0.1,0.6,2.5,2023,SF
Sunday Dech,ADE,28,21.1,7.1,2.7,6.9,0.386,1,3.1,0.322,0.8,1.3,0.605,0.8,1.5,2.4,2.1,0.8,0.1,1,1.6,2023,SF
Fabijan Krslovic,JACK,32,13.6,5.4,2.2,4.5,0.486,0.5,1.3,0.359,0.6,1,0.633,1.5,1.8,3.3,1,0.6,0.3,0.8,2.1,2023,SF
Luke Travers,PER,29,24.7,9.7,3.6,7.2,0.495,1.1,2.9,0.393,1.4,1.9,0.732,1.1,4.5,5.7,2.9,1.1,0.7,1.5,1.1,2023,PF
Jaylin Galloway,SYD,31,14.7,5,1.7,3.4,0.509,0.5,1.5,0.333,1,1.6,0.66,0.3,1.5,1.8,0.8,0.6,0.2,0.7,1.1,2023,SF
Wani Swaka Lo Buluk,ILL,28,22,4.9,1.9,5,0.386,0.8,2.7,0.28,0.3,0.6,0.471,0.4,1.4,1.7,0.9,0.5,0.1,0.6,2,2023,SF
William Hickey,ILL,24,14.7,4.8,1.7,4.7,0.357,0.3,1.5,0.171,1.2,1.8,0.651,1.1,1.8,2.8,1.2,1,0.5,1.7,1.6,2023,SF
Brad Newley,MEL,27,14.2,4.6,1.8,4,0.435,0.4,1.5,0.268,0.7,0.9,0.76,0.5,1.4,1.9,0.9,0.3,0.1,0.7,1.3,2023,SF
Nicholas Marshall,ADE,15,11.1,4.5,1.8,3.7,0.482,0.5,1.6,0.333,0.4,0.5,0.75,0.3,0.9,1.2,0.7,0.2,0.1,0.3,0.9,2023,SF
Majok Majok,PER,23,7.6,2.4,0.9,1.8,0.525,0,0,0,0.6,0.9,0.65,1,1.2,2.2,0.3,0,0.2,0.4,0.7,2023,C
Tom Vodanovich,NZB,33,12.6,3.9,1.4,3.6,0.376,0.7,2.3,0.288,0.5,0.9,0.571,0.7,1.9,2.6,0.5,0.4,0.2,0.6,2,2023,SF
Hyrum Harris,ADE,27,10.3,3.1,1.3,2.2,0.574,0.1,0.3,0.222,0.5,0.8,0.636,0.9,1.6,2.5,0.7,0.3,0.1,0.6,1.8,2023,SF
Tim Coenraad,ILL,24,9.1,2.8,0.9,2.2,0.396,0.5,1.5,0.314,0.6,0.8,0.778,0.3,1.5,1.9,0.4,0.2,0,0.4,1.3,2023,SF
Jackson Makoi,SYD,15,5.6,2.1,0.8,1.2,0.684,0,0.2,0,0.4,0.5,0.875,0.3,0.4,0.7,0.8,0.1,0,0.9,0.5,2023,SF
Grant Anticevich,SEM,18,6.5,2.1,0.8,1.9,0.412,0.4,0.9,0.5,0.1,0.1,0.5,0.3,1.3,1.6,0.5,0.1,0.2,0.2,1,2023,SF
Jarred Bairstow,JACK,22,8.2,1.8,0.6,1.2,0.52,0,0,0,0.5,0.9,0.579,0.4,1.2,1.6,0.7,0.3,0,0.3,1.7,2023,SF
Harry Morris,ILL,4,1.8,1.5,0.5,1,0.5,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,2023,SF
Akoldah Gak,ILL,13,5.4,1.2,0.3,1.1,0.286,0,0.2,0,0.5,1.4,0.389,0.2,0.9,1.2,0.4,0.2,0.2,0.4,0.6,2023,SF
Jamaal Brantley,NZB,2,5.5,1.1,0.5,1.6,0.333,0,1.1,0,0,0,0,0,1.6,1.6,0,0.5,0,0,0,2023,SF
Joshua Davey,CRN,18,4.4,0.3,0.1,0.4,0.286,0,0,0,0.1,0.1,0.5,0.7,0.5,1.2,0.1,0.1,0.1,0.1,0.8,2023,SF
Fiston Ipassou,ADE,5,1.1,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,2023,SF
Michael Harris,PER,17,8.8,3.5,1.3,3,0.431,0.7,1.7,0.4,0.2,0.4,0.571,0.5,1.2,1.7,0.5,0.3,0,0.4,1,2023,SG
Vic Law,PER,26,32.9,20.4,7.6,15.8,0.483,1.7,4.9,0.346,3.4,4.4,0.788,1.9,6.3,8.2,1.7,0.7,1,2,2.7,2022,SF
Lamar Patterson,BRI,27,29.1,16,6.1,14.1,0.431,1.1,4.1,0.259,2.7,3.7,0.725,0.9,3.4,4.3,4,1,0.2,3.5,3,2022,SF
Gerald Hannahs,ADE,23,21.7,13.7,5.1,11.8,0.434,0.9,3,0.29,2.6,2.8,0.937,0.6,1.1,1.8,1.6,0.3,0.1,1.5,1.4,2022,SF
Justinian Jessup,ILL,30,31.9,13.3,5.1,11.5,0.442,2.1,5.8,0.358,1.1,1.3,0.85,0.5,3.2,3.7,1.5,1.2,0.6,0.7,1.9,2022,SF
Caleb Agada,MEL,29,22.2,11.7,4.5,11.1,0.405,1.1,4.5,0.254,1.6,2.1,0.774,1.6,3.7,5.4,2,1.2,0.4,1.4,2.9,2022,SF
R.J. Hunter,SYD,1,21.8,11.3,4.7,11.3,0.417,1.9,5.7,0.333,0,0,0,2.8,2.8,5.7,0.9,0,0,1.9,2.8,2022,SF
Ryan Broekhoff,SEM,18,30.4,11.1,3.5,9.3,0.377,1.4,5.4,0.258,2.7,3.1,0.875,1.3,5.2,6.5,0.6,1.6,0.4,0.9,1.3,2022,SF
Bul Kuol,CRN,28,28,10.3,3.2,8.5,0.378,2.3,6.5,0.35,1.6,2,0.818,0.5,2.2,2.6,1.2,1,0.1,1.1,2.9,2022,SF
Clinton Steindl,JACK,34,20.3,9.2,3.1,7.9,0.392,1.8,5,0.349,1.2,1.4,0.872,0.5,1.9,2.4,0.9,0.7,0.3,0.5,2.1,2022,SF
MiKyle Mcintosh,JACK,34,18,8.9,3,7.9,0.383,0.5,2,0.269,2.4,3.2,0.729,1.4,2.5,3.9,0.9,0.6,0.3,1.9,3.2,2022,SF
Kouat Noi,CRN,16,22.8,8.5,2.9,7.5,0.387,1.1,3.3,0.34,1.6,2.2,0.714,1,3.7,4.7,0.8,0.5,0.3,1.4,1.3,2022,SF
Todd Withers,ADE,26,24,8.5,3,7,0.422,1.5,4.1,0.368,1,1.4,0.703,1.2,2.7,3.9,1.2,0.6,0.6,1,2,2022,SF
Michael Frazier,PER,19,22.6,7.8,2.9,7.1,0.407,1.2,3.8,0.319,0.8,1.1,0.8,0.4,4.2,4.6,1.6,1.1,0.1,1.8,2.3,2022,SF
Thomas Abercrombie,NZB,13,24,7.5,2.6,6.8,0.379,1.4,4.3,0.327,0.9,1.2,0.75,0.5,1.8,2.3,0.6,0.3,0.1,0.9,1.7,2022,SF
Deng Deng,BRI,28,18.7,6.7,2.6,5.1,0.514,0.5,1.5,0.302,1,1.5,0.636,0.9,3.4,4.3,0.8,0.6,0.5,1.1,1.8,2022,SF
Samuel McDaniel,JACK,34,18.6,5.1,1.9,4.8,0.396,0.4,1.3,0.318,0.9,1.2,0.75,1.1,2.8,3.9,1.3,0.9,0.1,1.1,1.7,2022,SF
Corey Shervill,PER,2,8.5,4.5,1.5,3.5,0.429,0.5,2,0.25,1,1,1,1,0,1,0,0,0,0,1.5,2022,SF
Hyrum Harris,ADE,22,13.3,4.3,1.6,3.3,0.5,0,0.3,0,1,1.7,0.611,1.2,1.5,2.7,1.2,0.5,0.1,0.8,1.4,2022,SF
Wani Swaka Lo Buluk,SYD,33,25.1,4.3,1.6,4.4,0.367,0.5,2,0.25,0.5,0.8,0.667,0.9,1.7,2.6,1,0.5,0.2,0.6,1.9,2022,SF
Isaiah Moss,BRI,18,13.2,4.2,1.5,4.2,0.351,0.6,2.3,0.238,0.7,1.1,0.65,0.4,1.2,1.6,0.4,0.4,0.2,0.7,1.4,2022,SF
Brad Newley,MEL,31,14,3.9,1.5,3.5,0.436,0.7,1.8,0.362,0.3,0.6,0.421,0.5,2,2.5,0.6,0.4,0.1,0.5,0.9,2022,SF
Tim Coenraad,ILL,29,13.1,3.9,1.2,3.4,0.357,0.9,2.6,0.36,0.6,0.6,0.941,0.4,1.8,2.2,0.5,0.3,0.1,0.4,1.7,2022,SF
Reuben Te Rangi,SEM,26,18.2,3.8,1.5,4.6,0.319,0.5,2,0.25,0.3,0.6,0.563,0.8,1.8,2.5,0.6,0.4,0.2,0.8,2,2022,SF
Matthew Kenyon,JACK,32,17.4,3.7,1.4,2.9,0.483,0.4,1.4,0.311,0.5,0.9,0.593,1.2,2.4,3.6,0.9,0.8,0.1,0.6,1.5,2022,SF
Tom Vodanovich,SYD,31,10.7,3.5,1.1,2.7,0.417,0.3,1.2,0.256,0.9,1.1,0.829,0.5,1.6,2.1,0.4,0.1,0.2,0.4,0.9,2022,SF
Taane Samuel,BRI,9,8.3,3.4,1.4,2.4,0.591,0.1,0.5,0.2,0.4,1,0.444,0.9,0.3,1.2,0.3,0.1,0.1,0.9,1.8,2022,SF
Jordan Ngatai,CRN,23,17.3,3,0.9,3.5,0.272,0.5,2.1,0.224,0.6,0.7,0.824,0.4,1.4,1.8,0.9,0.4,0.1,1,1.6,2022,SF
Manny Malou,ADE,16,7.4,2.6,0.8,1.7,0.462,0.6,1,0.563,0.5,0.6,0.8,0.2,1.1,1.3,0.2,0.3,0.1,0.4,0.4,2022,SF
Nicholas Marshall,ADE,18,4.9,1.9,0.7,1.9,0.394,0.2,0.6,0.3,0.3,0.3,0.833,0.2,0.4,0.6,0.2,0,0.1,0.5,0.5,2022,SF
Akoldah Gak,ILL,8,3,1.9,0.9,1.1,0.778,0,0,0,0.1,0.2,0.5,0.2,0.4,0.6,0,0,0,0,0.1,2022,SF
Zac Triplett,MEL,9,6,1.7,0.5,1.6,0.333,0.4,1.2,0.364,0.2,0.2,1,0.1,0.5,0.6,0.3,0.1,0.1,0.1,0.2,2022,SF
Dion Prewster,MEL,13,4.4,1,0.3,0.7,0.4,0.1,0.2,0.333,0.4,0.6,0.625,0.1,0.7,0.8,0.3,0.1,0,0.4,0.4,2022,SF
Jaylin Galloway,SYD,14,5.6,0.9,0.3,1.1,0.313,0.1,0.6,0.125,0.1,0.2,0.667,0.3,0.3,0.6,0.3,0.4,0.1,0.2,0.6,2022,SF
Max Mackinnon,BRI,5,2.1,0.2,0,0.6,0,0,0,0,0.2,0.4,0.5,0,0.4,0.4,0.2,0,0,0.6,0.2,2022,SF
Vic Law,BRI,16,32.6,18.4,7,15.1,0.466,1.2,3.9,0.297,3.2,3.9,0.825,2,6.2,8.1,2.5,0.6,1.2,1.8,2.5,2021,SF
Mitchell Creek,SEM,37,31.6,18.1,6.8,13.4,0.509,1.3,3.3,0.387,3.2,4.1,0.771,1.7,4.6,6.3,3.4,0.9,0.2,2.3,2.5,2021,SF
Finn Delany,NZB,36,33.4,16.5,5.8,12.4,0.466,1.9,5.6,0.345,3,3.6,0.827,1.2,5.7,6.8,2.2,0.6,0.3,2.5,2.3,2021,SF
Todd Blanchfield,PER,41,29.5,15.7,5.1,12.2,0.422,2.6,7.4,0.349,2.8,3.5,0.806,1.1,3.1,4.2,1.7,0.9,0.2,1.3,1.6,2021,SF
Brandon Paul,ADE,20,28.8,13.9,4.7,11.2,0.418,2.5,6.9,0.37,2,2.6,0.784,0.8,4.3,5,2.6,1.4,0.2,1.8,2.3,2021,SF
Justinian Jessup,ILL,38,30.9,13.1,5.1,12.1,0.42,1.9,5.6,0.341,1,1.4,0.75,0.6,3,3.6,1.6,1.1,0.6,1.3,1.6,2021,SF
Scotty Hopson,MEL,34,23.2,11.9,4.7,11.1,0.429,1.1,3.3,0.345,1.3,1.9,0.667,0.6,2.8,3.4,2.6,0.6,0.1,2.1,1.8,2021,SF
Tony Crocker,ADE,32,26.1,10.8,4.2,9.5,0.446,1.6,4.4,0.366,0.7,0.9,0.786,0.3,2.4,2.8,1.3,0.9,0.2,1.3,2.5,2021,SF
Ben Moore,SEM,39,21.3,10.4,4.1,7,0.59,0,0,0,2.2,2.8,0.787,3.1,3.3,6.4,1.1,0.5,0.9,1.3,3,2021,SF
Xavier Cooks,SYD,8,20.8,10.1,3.8,7,0.544,0.6,1.2,0.5,1.8,2.9,0.625,2,2.8,4.8,2.3,0.5,0.7,1.5,1.7,2021,SF
Anthony Drmic,BRI,34,24.4,9.8,3.5,7.7,0.456,1.2,3.7,0.333,1.5,1.9,0.788,0.8,2.1,2.9,1.4,0.7,0,1,2.1,2021,SF
B.J. Johnson,BRI,11,21.5,9.6,3.5,7.7,0.455,0.4,2.1,0.208,2.2,2.4,0.893,0.8,2.7,3.5,0.9,0.4,0.2,1.9,2.3,2021,SF
Jack McVeigh,ADE,36,18.9,9.5,3.6,7.6,0.478,1,2.4,0.425,1.2,1.3,0.915,1,2.3,3.3,1,0.3,0.2,0.7,1.3,2021,SF
Didi Louzada,SYD,20,24.1,8.7,3.4,8.7,0.389,1.2,4.5,0.264,0.8,1.4,0.571,0.8,2.6,3.4,1.8,0.7,0.2,1.2,1.7,2021,SF
Ryan Broekhoff,SEM,19,19.6,7.1,2.2,5.7,0.393,1.6,4.2,0.385,1,1.3,0.792,0.4,3.4,3.8,0.6,1,0.2,0.5,1.5,2021,SF
Jesse Wagstaff,PER,41,20.3,6.9,2.1,6,0.345,1.2,3.5,0.333,1.6,1.8,0.89,1,2.9,3.9,1.5,0.7,0.2,0.8,2.5,2021,SF
Jordan Ngatai,CRN,36,21.9,6.8,2.4,5.1,0.47,1.7,3.8,0.437,0.3,0.4,0.733,0.5,1.6,2.1,0.7,0.3,0.1,0.8,2,2021,SF
Clinton Steindl,PER,38,15,6.7,2.3,6.6,0.351,1.3,4.2,0.299,0.8,0.9,0.824,0.5,1.3,1.8,0.8,0.4,0,0.7,1.4,2021,SF
Venky Jois,CRN,10,16,6.5,3.1,6.5,0.469,0,0.1,0,0.4,2.7,0.154,2.1,3.1,5.2,0.1,0.4,0.4,0.5,1.8,2021,SF
Brad Newley,SYD,34,19.3,6.4,2.4,6.1,0.4,0.6,2.3,0.282,0.8,1.2,0.707,0.8,2.8,3.7,1,0.7,0.1,0.9,1.2,2021,SF
Deng Deng,ILL,39,15.1,6.3,2.2,5.8,0.382,0.9,2.9,0.325,0.9,1.3,0.712,0.9,2.9,3.8,0.7,0.6,0.4,0.8,1,2021,SF
Deng Adel,ILL,23,19.5,5.8,2.2,6.9,0.314,0.5,2.5,0.203,1,1.3,0.793,0.8,2.6,3.5,2,0.3,0.1,1.3,1.4,2021,SF
Tim Coenraad,ILL,11,13,5.7,1.9,4.5,0.408,1.7,3.8,0.439,0.3,0.4,0.75,0.6,1.8,2.3,0.6,0.6,0.1,0.5,1.9,2021,SF
Tom Vodanovich,SYD,36,13.6,4.9,1.8,4.1,0.432,0.9,2.4,0.375,0.5,0.7,0.76,0.5,1.9,2.4,0.3,0.4,0,0.6,1.9,2021,SF
David Barlow,MEL,41,15.8,4.9,1.6,3.4,0.475,1.3,2.7,0.486,0.4,0.5,0.81,0.5,2.2,2.6,1.2,0.3,0.2,0.5,2.2,2021,SF
Samuel McDaniel,MEL,38,15.8,4.5,1.7,4.3,0.39,0.7,1.9,0.384,0.4,0.5,0.762,0.5,2.1,2.6,1,0.3,0.2,0.6,1.6,2021,SF
Corey Shervill,PER,30,6.8,2.7,0.9,2.2,0.429,0.4,1.4,0.325,0.3,0.5,0.714,0.5,0.9,1.4,0.3,0.2,0.1,0.2,0.8,2021,SF
George Blagojevic,CRN,31,8.6,2.5,1.1,2.4,0.452,0.1,0.5,0.214,0.2,0.6,0.389,0.9,0.9,1.8,0.4,0.5,0.1,0.5,0.8,2021,SF
Jarred Bairstow,PER,38,12.3,2,0.8,1.6,0.483,0,0,0,0.5,0.6,0.818,1.3,1.5,2.8,0.9,0.2,0.1,0.5,1.7,2021,SF
Dillon Stith,MEL,7,5.2,1.4,0.6,1.8,0.308,0,0.6,0,0.3,0.6,0.5,0.6,0.1,0.7,0,0.1,0,0.1,0.7,2021,SF
Wani Swaka Lo Buluk,PER,33,4.7,1.3,0.5,1.1,0.441,0.1,0.4,0.25,0.3,0.4,0.769,0.2,0.5,0.7,0.2,0.1,0,0.2,0.5,2021,SF
Daniel Trist,NZB,22,5.8,1.1,0.4,0.8,0.471,0,0.1,0,0.4,0.6,0.75,0.6,1,1.6,0.2,0,0.1,0.1,1,2021,SF
Akoldah Gak,ILL,4,1.8,1,0.5,0.5,1,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0.2,0,2021,SF
Isaac Davidson,NZB,11,1.6,0.7,0.3,0.4,0.75,0.2,0.3,0.667,0,0,0,0,0,0,0.1,0,0,0.2,0.1,2021,SF
Jaylin Galloway,SYD,8,5.4,0.2,0,1.1,0,0,0.5,0,0.2,0.5,0.5,0.2,0.7,1,0.1,0,0.1,0.6,0.6,2021,SF
Taylor Britt,PER,13,1.9,0.2,0.1,0.7,0.111,0,0,0,0,0.2,0,0.1,0.2,0.2,0.2,0,0,0.6,0.4,2021,SF
Taine Murray,NZB,1,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,SF
Lamar Patterson,BRI,28,29.6,21.3,7.6,16.6,0.461,1.7,5.1,0.338,4.3,5.5,0.774,1.3,4.6,5.9,4.6,1.1,0.1,3.2,2.9,2020,SF
Mitchell Creek,SEM,26,33.9,19.8,7.3,15.2,0.48,1.1,3.1,0.349,4,5.2,0.77,2.3,4.9,7.2,3,1.1,0.4,2.2,2.2,2020,SF
Scotty Hopson,NZB,21,31.3,19.6,7.6,16.1,0.471,1.8,4.5,0.402,2.7,4,0.679,0.8,5.1,5.9,4.8,1.1,0.3,3.2,2.4,2020,SF
Chris Goulding,MEL,30,30.6,16.8,5.4,13.1,0.41,3.5,9.1,0.389,2.6,3,0.848,0.4,1.7,2.1,2.3,0.9,0.1,1.3,2,2020,SF
Jae'sean Tate,SYD,34,27.2,16.4,6.4,10,0.643,0.8,2,0.394,2.8,4.6,0.616,1.8,3.9,5.7,1.9,0.9,0.5,1.8,2.8,2020,SF
Terrico White,PER,31,30.3,15.4,5.5,14.1,0.387,2.5,7.5,0.329,2,2.4,0.833,0.8,3,3.7,2.1,0.7,0.1,1,2,2020,SF
Eric Griffin,ADE,28,22.3,13.5,4.6,8.6,0.534,0.6,1.9,0.327,3.7,5,0.728,1.7,4.3,6,1.1,0.7,1.2,2.3,3.1,2020,SF
Todd Blanchfield,ILL,28,30.9,13.4,4.4,10.6,0.417,1.7,5.2,0.322,2.8,3.5,0.823,1,3,4,1.3,0.8,0.4,1,1.8,2020,SF
Anthony Drmic,ADE,28,25.8,10.1,3.7,8.4,0.441,1,3.2,0.298,1.7,2.6,0.649,1.1,3.3,4.4,2,0.9,0,0.8,1.8,2020,SF
Clinton Steindl,PER,33,18.1,10,3.4,7.8,0.441,2.2,5.1,0.438,1,1,0.938,0.6,1.3,1.9,1,0.3,0.2,0.5,1.8,2020,SF
Casey Prather,MEL,6,17,9.1,3.6,8,0.449,0.7,2.3,0.286,1.3,1.3,1,0.7,2.6,3.3,0.7,0.7,0.5,1.6,2,2020,SF
Stanton Kidd,MEL,14,18.4,8.9,3.3,7.7,0.426,1.6,3.8,0.407,0.8,0.9,0.846,0.6,3.1,3.8,0.5,0.5,0.5,1.1,2.1,2020,SF
R.J. Hampton,NZB,15,20.6,8.8,3.3,8.2,0.407,0.9,2.9,0.295,1.3,1.9,0.679,0.7,3.2,3.9,2.4,1.1,0.3,1.5,1.9,2020,SF
Jaye Crockett,SEM,9,18.3,8.7,3.4,6.1,0.554,0.3,0.6,0.5,1.6,2.3,0.714,1.4,2.8,4.2,1,1,0.5,0.9,1.7,2020,SF
Craig Moller,SYD,17,15.8,6,2.1,4.8,0.446,0.4,2.1,0.194,1.3,1.5,0.885,1.3,2.2,3.5,1,0.3,0.1,0.6,1.4,2020,SF
Jesse Wagstaff,PER,34,14.7,5.9,1.9,4.4,0.431,0.8,2.2,0.366,1.3,1.5,0.875,0.6,2.2,2.8,1.3,0.3,0.1,0.6,2,2020,SF
Jack McVeigh,ADE,28,14.4,5.8,2,4.5,0.45,0.9,2.4,0.371,0.8,0.9,0.923,0.7,0.9,1.5,0.5,0.4,0.1,0.5,1,2020,SF
Daniel Grida,ILL,28,14.2,4.7,1.5,3.9,0.389,0.6,1.8,0.347,1.1,1.7,0.625,0.7,1.2,1.8,0.6,0.4,0.2,0.7,1.7,2020,SF
Kendall Stephens,SEM,26,13,4.3,1.6,4.1,0.38,1.2,3.3,0.379,0,0,0,0.1,1,1.1,0.5,0.4,0.3,0.6,1.2,2020,SF
Daniel Dillon,ADE,24,10.7,3.4,1.1,2.6,0.415,0.2,0.5,0.308,1.1,1.4,0.75,0.2,0.9,1,1,0.5,0,0.6,1.3,2020,SF
Daniel Trist,SEM,21,8.3,3.2,1.2,2.2,0.532,0.1,0.3,0.333,0.8,1,0.762,0.6,1.8,2.5,0.6,0.1,0,0.1,1.4,2020,SF
Fabijan Krslovic,CRN,30,11,2.8,1.1,2.6,0.416,0.5,1.5,0.356,0.1,0.2,0.6,0.7,1.7,2.4,0.4,0.5,0.3,0.6,1.5,2020,SF
Hyrum Harris,ILL,16,6.7,2.6,1,1.7,0.615,0.1,0.2,0.667,0.4,0.7,0.636,0.6,0.7,1.3,0.6,0.1,0.3,0.6,1.5,2020,SF
Reuben Te Rangi,BRI,25,8.7,2.6,0.9,2.6,0.354,0.4,1.6,0.275,0.3,0.6,0.571,0.2,1.2,1.3,0.4,0,0,0.5,0.7,2020,SF
Dillon Stith,MEL,8,5.5,2,0.6,0.9,0.714,0,0,0,0.7,0.9,0.857,0.1,0.2,0.4,0.2,0.4,0,0.4,1.1,2020,SF
Geremy McKay,SEM,1,4.1,2,1,1,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,2020,SF
Wani Swaka Lo Buluk,PER,13,7.2,2,0.8,2.3,0.345,0,0.4,0,0.4,0.6,0.625,0.5,0.2,0.8,0.3,0.1,0.2,0.2,0.3,2020,SF
Tom Vodanovich,NZB,23,7.9,1.9,0.6,1.4,0.438,0.3,1,0.318,0.4,0.5,0.667,0.4,0.7,1.2,0.2,0,0.1,0.4,1.6,2020,SF
Mika Vukona,BRI,27,7.9,1.8,0.8,1.5,0.525,0,0,0,0.2,0.6,0.4,0.8,0.7,1.5,0.8,0.3,0.1,1,1.7,2020,SF
Ethan Rusbatch,NZB,16,5.1,1.7,0.6,0.9,0.643,0.4,0.8,0.583,0.1,0.1,1,0,0.8,0.8,0.1,0.1,0,0.3,0.8,2020,SF
Lucas Walker,SYD,24,5.6,1.7,0.7,1.3,0.531,0.2,0.7,0.294,0.1,0.3,0.375,0.4,0.9,1.3,0.1,0.1,0.1,0.2,0.9,2020,SF
George Blagojevic,CRN,16,3.6,1.5,0.4,0.9,0.467,0,0.1,0,0.6,0.9,0.714,0.3,0.3,0.6,0.2,0,0.1,0.2,0.4,2020,SF
