Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,Season,Position
Ryan Broekhoff,SEM,0.611,0.577,173.4,4.7,13.9,9.2,5.2,6.7,1.2,1.2,15.5,-0.1,1.3,128.7,113.9,14.8,147.0,14.9,2023,SF
Anthony Drmic,ADE,0.576,0.538,149.6,3.5,13.1,8.4,9.8,13.5,2.2,0.2,19.8,-1.7,1.3,111.8,115.1,-3.3,154.0,14.1,2023,SF
Jesse Wagstaff,PER,0.577,0.518,161.2,6.8,13.3,9.9,12.8,12.1,1.5,0.5,16.6,1.4,1.3,119.3,115.4,3.9,112.3,13.7,2023,SF
Kouat Noi,SYD,0.582,0.534,160.3,5.0,17.0,11.4,5.2,13.9,1.4,0.5,19.8,-3.8,1.3,108.7,103.1,5.6,164.3,13.3,2023,SF
Nicholas Marshall,ADE,0.571,0.554,156.5,3.5,8.6,6.1,9.1,7.7,0.9,1.2,16.5,1.0,1.2,120.3,116.4,3.9,40.4,13.2,2023,SF
Hyrum Harris,ADE,0.608,0.59,143.2,10.8,17.2,14.0,9.7,18.5,1.4,1.0,13.3,-1.2,1.4,118.3,114.3,4.1,78.1,12.8,2023,SF
Grant Anticevich,SEM,0.53,0.529,141.2,4.9,23.1,14.0,11.3,7.9,0.4,3.1,13.9,2.6,1.1,120.4,110.6,9.9,35.9,12.3,2023,SF
Jaylin Galloway,SYD,0.612,0.583,150.3,2.1,10.8,6.8,7.4,15.0,2.2,1.3,14.6,-1.5,1.5,111.8,103.7,8.1,110.9,12.1,2023,SF
Jackson Makoi,SYD,0.733,0.684,155.9,5.6,8.0,7.0,18.9,38.3,1.1,0.0,18.4,-6.5,1.7,103.2,106.0,-2.8,20.2,11.1,2023,SF
George King,ILL,0.547,0.537,141.0,3.3,15.9,9.3,7.1,13.8,0.7,0.4,21.3,-4.0,1.2,99.3,109.6,-10.3,42.6,11.0,2023,SF
Jamaal Brantley,NZB,0.333,0.333,33.3,0.0,33.6,15.3,0.0,0.0,4.9,0.0,12.0,0.0,0.7,79.2,101.8,-22.7,3.2,10.5,2023,SF
Sunday Dech,ADE,0.475,0.457,131.3,4.7,8.1,6.4,14.2,11.9,1.9,0.5,17.6,1.7,1.0,103.6,116.3,-12.7,128.3,10.4,2023,SF
Jarred Bairstow,JACK,0.555,0.52,109.9,4.7,18.2,10.9,11.6,15.2,2.0,0.6,9.8,2.0,1.5,116.6,109.9,6.7,38.3,10.0,2023,SF
William Hickey,ILL,0.435,0.384,118.0,7.5,13.3,10.2,12.7,23.8,3.6,3.0,21.4,-6.4,1.0,81.9,109.8,-27.9,76.3,9.9,2023,SF
Tim Coenraad,ILL,0.55,0.5,148.8,3.8,18.8,11.0,6.4,14.1,1.2,0.4,14.2,-1.8,1.3,106.7,114.3,-7.6,45.9,9.6,2023,SF
Tom Vodanovich,NZB,0.483,0.466,123.5,6.2,17.0,11.7,6.2,12.2,1.5,1.9,16.0,-1.7,1.1,100.6,105.8,-5.1,84.5,9.6,2023,SF
Brad Newley,MEL,0.521,0.486,146.3,3.8,10.7,7.4,9.0,14.4,1.0,0.7,16.1,-1.2,1.1,103.4,111.7,-8.3,72.0,9.5,2023,SF
Andrew White,BRI,0.538,0.526,156.0,1.4,12.5,7.0,5.0,8.3,1.6,0.6,14.3,-0.7,1.1,103.3,112.3,-9.0,58.9,9.0,2023,SF
Todd Blanchfield,PER,0.527,0.505,147.3,3.7,12.0,7.7,8.5,13.5,1.0,0.7,13.6,-0.2,1.1,103.9,115.8,-11.9,84.0,8.9,2023,SF
Tanner Krebs,BRI,0.499,0.46,163.8,2.6,11.7,7.4,8.6,12.5,1.0,0.8,18.8,-1.9,1.1,96.2,110.4,-14.2,62.6,8.7,2023,SF
Joshua Davey,CRN,0.317,0.286,78.6,16.3,13.8,15.1,1.7,20.2,1.3,1.2,5.4,-1.6,0.7,107.9,104.1,3.8,13.3,5.8,2023,SF
Wani Swaka Lo Buluk,ILL,0.464,0.461,113.6,1.7,6.9,4.2,6.4,10.3,1.1,0.6,11.7,0.1,1.0,95.3,118.1,-22.8,61.7,5.5,2023,SF
Akoldah Gak,ILL,0.342,0.286,67.5,4.3,19.4,11.4,10.8,18.6,1.4,4.0,16.8,-2.4,1.1,71.7,117.6,-45.9,10.9,5.0,2023,SF
Akoldah Gak,ILL,0.759,0.778,127.8,8.9,12.9,10.9,0.0,0.0,0.0,0.0,18.0,0.0,1.7,157.4,107.9,49.4,11.2,27.2,2022,SF
Vic Law,PER,0.576,0.537,161.7,6.4,20.1,13.5,9.3,10.2,1.1,2.9,26.5,-2.7,1.3,114.8,105.6,9.1,355.1,21.8,2022,SF
Caleb Agada,MEL,0.488,0.456,143.3,8.1,18.2,13.2,16.3,10.3,2.7,1.7,26.4,0.0,1.1,104.9,94.8,10.1,228.5,17.1,2022,SF
Corey Shervill,PER,0.571,0.5,167.9,14.9,0.0,6.8,0.0,0.0,0.0,0.0,20.4,0.0,1.3,141.2,107.8,33.3,3.5,16.5,2022,SF
Gerald Hannahs,ADE,0.528,0.472,166.1,3.0,5.6,4.3,14.5,10.6,0.6,0.6,28.9,-2.1,1.2,107.1,115.7,-8.6,118.1,16.3,2022,SF
Justinian Jessup,ILL,0.553,0.532,165.0,1.7,10.4,6.1,6.8,5.7,1.9,1.7,17.7,0.8,1.2,116.5,108.7,7.9,260.6,15.1,2022,SF
Ryan Broekhoff,SEM,0.522,0.452,151.0,4.9,19.8,12.2,2.7,7.7,2.6,1.4,16.8,-1.7,1.2,111.2,104.1,7.1,165.8,14.7,2022,SF
Clinton Steindl,JACK,0.538,0.502,161.3,2.5,10.8,6.4,8.1,5.3,1.7,1.5,19.6,0.7,1.2,112.6,107.7,4.9,171.4,14.4,2022,SF
Lamar Patterson,BRI,0.506,0.469,141.6,3.7,12.7,8.4,25.5,18.1,1.7,0.7,29.4,-2.7,1.1,96.7,110.4,-13.7,206.8,14.0,2022,SF
Hyrum Harris,ADE,0.536,0.5,111.1,8.9,12.4,10.6,13.5,16.5,2.0,1.0,15.4,-0.1,1.3,109.8,110.9,-1.1,84.0,14.0,2022,SF
Deng Deng,BRI,0.578,0.558,145.2,5.5,19.9,13.0,6.8,15.8,1.6,2.5,16.4,-3.0,1.3,106.8,107.2,-0.4,155.2,13.4,2022,SF
Manny Malou,ADE,0.674,0.635,182.4,2.7,16.2,9.3,3.9,18.7,1.8,0.9,13.9,-4.4,1.6,116.2,114.1,2.2,32.4,13.3,2022,SF
Todd Withers,ADE,0.553,0.531,149.3,5.1,12.2,8.6,7.7,11.7,1.2,2.6,15.6,-1.0,1.2,111.7,111.8,-0.2,162.2,12.7,2022,SF
Matthew Kenyon,JACK,0.575,0.562,138.7,7.1,15.6,11.0,8.3,16.5,2.3,0.7,9.8,-0.1,1.3,115.1,104.7,10.5,150.6,11.8,2022,SF
MiKyle Mcintosh,JACK,0.48,0.418,138.1,7.9,15.9,11.6,9.1,17.0,1.7,1.5,27.5,-7.4,1.1,91.6,105.9,-14.2,114.2,11.4,2022,SF
R.J. Hunter,SYD,0.5,0.5,75.0,15.6,11.9,13.5,8.7,14.3,0.0,0.0,27.2,-5.4,1.0,95.0,93.1,1.9,5.4,11.2,2022,SF
Tom Vodanovich,SYD,0.548,0.476,150.2,5.5,15.2,10.7,6.0,11.6,0.3,1.8,15.1,-1.3,1.3,111.6,105.4,6.2,79.2,11.1,2022,SF
Samuel McDaniel,JACK,0.481,0.44,146.4,6.2,17.2,11.3,11.0,17.7,2.4,0.3,15.3,-1.7,1.1,96.7,105.0,-8.3,153.8,10.7,2022,SF
Kouat Noi,CRN,0.502,0.462,144.0,5.0,17.5,11.5,6.2,14.1,1.1,1.0,19.3,-3.7,1.1,97.0,110.9,-13.9,86.2,10.6,2022,SF
Michael Frazier,PER,0.518,0.493,152.7,2.2,19.1,11.1,10.3,19.1,2.4,0.4,18.2,-3.2,1.1,95.3,103.7,-8.4,103.8,10.5,2022,SF
Bul Kuol,CRN,0.549,0.51,154.6,1.9,8.5,5.3,7.6,10.2,1.8,0.2,16.6,-0.8,1.2,108.0,110.9,-3.0,140.9,10.1,2022,SF
Taane Samuel,BRI,0.597,0.614,123.5,12.0,4.4,8.1,6.9,23.6,0.7,1.2,20.0,-7.8,1.4,99.4,119.2,-19.8,10.2,9.8,2022,SF
Brad Newley,MEL,0.528,0.532,121.9,3.9,15.4,9.7,6.1,12.6,1.4,0.6,13.3,-1.1,1.1,105.1,99.5,5.7,97.7,9.6,2022,SF
Tim Coenraad,ILL,0.536,0.495,165.8,3.6,14.3,8.9,4.9,9.4,1.1,0.7,13.6,-0.4,1.2,112.9,109.3,3.6,74.5,9.6,2022,SF
Zac Triplett,MEL,0.504,0.467,169.7,2.0,10.4,6.2,8.1,5.9,0.9,1.9,13.3,1.8,1.1,114.3,99.3,14.9,11.4,9.6,2022,SF
Thomas Abercrombie,NZB,0.51,0.483,145.7,2.2,9.0,5.5,4.1,10.5,0.7,0.3,15.8,-1.9,1.1,96.7,119.4,-22.7,39.5,7.4,2022,SF
Jaylin Galloway,SYD,0.375,0.344,110.4,5.3,6.3,5.8,9.6,14.8,3.8,1.2,11.4,0.4,0.8,86.5,98.3,-11.8,12.2,7.1,2022,SF
Isaiah Moss,BRI,0.449,0.416,123.9,4.1,9.9,7.1,4.5,13.2,1.5,1.2,18.5,-3.4,1.0,88.6,113.8,-25.2,26.8,6.5,2022,SF
Wani Swaka Lo Buluk,SYD,0.45,0.425,128.4,4.1,6.9,5.6,5.5,11.7,1.0,1.0,9.6,0.0,1.0,98.1,107.8,-9.8,98.8,5.5,2022,SF
Dion Prewster,MEL,0.518,0.45,135.8,3.6,16.3,10.0,10.1,30.7,0.9,0.0,14.4,-5.4,1.4,85.4,94.3,-9.0,7.9,5.1,2022,SF
Nicholas Marshall,ADE,0.477,0.439,152.7,3.5,8.8,6.0,5.8,20.2,0.0,1.1,21.9,-8.1,1.0,84.4,113.9,-29.4,5.8,5.0,2022,SF
Reuben Te Rangi,SEM,0.389,0.374,113.2,4.6,11.5,7.9,4.7,13.7,1.2,1.3,13.6,-2.0,0.8,84.7,112.0,-27.2,43.7,4.3,2022,SF
Jordan Ngatai,CRN,0.39,0.34,132.0,2.5,9.0,5.8,8.5,21.3,1.1,0.7,12.4,-2.3,0.9,76.9,114.1,-37.2,25.6,2.4,2022,SF
Akoldah Gak,ILL,1.0,1.0,100.0,0.0,13.8,7.2,0.0,33.3,7.4,0.0,18.6,-14.1,2.0,107.1,86.3,20.8,3.2,24.0,2021,SF
Ben Moore,SEM,0.635,0.59,137.7,16.8,18.6,17.7,8.2,13.3,1.2,3.8,20.0,-2.5,1.5,127.3,109.6,17.7,366.8,21.8,2021,SF
Mitchell Creek,SEM,0.595,0.557,166.7,6.1,17.5,11.7,17.8,13.1,1.5,0.5,24.9,-0.1,1.4,117.3,111.2,6.1,465.4,19.9,2021,SF
Xavier Cooks,SYD,0.607,0.588,166.9,9.8,15.2,12.4,22.0,15.1,1.2,3.3,20.8,0.4,1.4,117.6,101.3,16.3,72.1,19.9,2021,SF
Vic Law,BRI,0.548,0.504,158.8,6.8,20.4,13.8,12.5,9.5,0.9,3.0,25.2,-0.3,1.2,115.1,113.3,1.7,214.7,18.2,2021,SF
Todd Blanchfield,PER,0.572,0.529,157.7,3.9,12.2,7.9,9.5,8.7,1.6,0.6,22.4,-0.7,1.3,117.0,110.8,6.1,381.5,16.9,2021,SF
Jack McVeigh,ADE,0.581,0.546,181.8,6.2,12.9,9.7,9.4,7.6,0.8,1.1,21.3,0.0,1.3,117.3,115.6,1.7,226.0,16.8,2021,SF
Brandon Paul,ADE,0.565,0.532,157.3,3.1,15.1,9.5,15.5,12.9,2.5,0.7,22.5,-0.2,1.2,109.1,111.0,-1.9,195.1,16.0,2021,SF
Finn Delany,NZB,0.589,0.544,163.8,3.9,19.5,11.7,11.6,15.2,0.9,0.9,22.6,-3.2,1.3,109.4,111.1,-1.6,384.5,15.7,2021,SF
Tim Coenraad,ILL,0.601,0.592,159.7,4.2,16.8,9.8,6.8,9.0,2.2,0.8,17.7,-0.7,1.2,118.7,107.4,11.4,41.9,15.0,2021,SF
Deng Deng,ILL,0.494,0.463,141.8,5.9,22.0,13.4,7.6,11.0,2.2,2.8,21.3,-2.1,1.1,101.7,102.8,-1.1,196.6,14.7,2021,SF
Corey Shervill,PER,0.557,0.532,146.8,8.3,15.0,11.6,7.1,8.0,1.3,1.0,16.8,0.0,1.2,118.7,110.5,8.2,59.4,14.2,2021,SF
Ryan Broekhoff,SEM,0.566,0.533,156.9,2.5,21.4,11.7,4.3,7.8,2.7,1.1,15.5,-0.7,1.2,116.5,106.8,9.6,111.2,13.7,2021,SF
Venky Jois,CRN,0.424,0.469,62.3,14.5,22.4,18.3,1.1,6.2,1.3,2.4,23.1,-2.8,1.0,92.8,120.8,-28.0,45.7,13.2,2021,SF
Isaac Davidson,NZB,1.0,1.0,141.7,0.0,0.0,0.0,10.2,33.3,0.0,0.0,16.7,-8.2,2.0,114.3,115.5,-1.2,3.6,13.1,2021,SF
Scotty Hopson,MEL,0.5,0.48,144.1,3.1,13.3,8.5,19.0,14.8,1.4,0.6,27.4,-1.3,1.1,99.0,105.9,-6.9,205.2,12.8,2021,SF
Justinian Jessup,ILL,0.516,0.499,151.1,2.0,11.0,6.2,8.5,9.5,1.8,2.0,20.3,-0.9,1.1,104.1,107.9,-3.8,285.3,12.7,2021,SF
Anthony Drmic,BRI,0.571,0.537,157.7,3.8,9.3,6.6,8.8,10.1,1.6,0.1,17.4,-0.1,1.3,115.7,113.7,2.0,197.0,12.3,2021,SF
David Barlow,MEL,0.682,0.667,177.1,3.6,15.1,9.6,10.5,12.8,1.0,1.0,12.0,1.5,1.5,132.1,105.4,26.8,177.4,12.2,2021,SF
Jesse Wagstaff,PER,0.509,0.441,156.8,5.3,16.5,10.7,11.4,10.6,1.7,1.0,16.5,1.1,1.2,111.6,109.0,2.6,216.9,12.0,2021,SF
Daniel Trist,NZB,0.561,0.471,122.1,12.9,19.3,16.1,5.8,8.2,0.4,2.1,8.9,1.1,1.5,134.1,111.5,22.6,33.9,11.4,2021,SF
George Blagojevic,CRN,0.47,0.473,105.5,11.2,11.6,11.4,7.4,16.5,2.8,1.4,16.7,-3.1,1.0,96.4,115.4,-19.0,64.5,11.3,2021,SF
Tony Crocker,ADE,0.545,0.531,159.7,1.5,9.8,5.9,8.8,11.5,1.9,0.7,19.6,-1.5,1.1,102.5,115.5,-13.0,172.8,11.2,2021,SF
Brad Newley,SYD,0.48,0.452,138.9,5.0,15.6,10.4,7.8,11.6,1.8,0.7,17.5,-1.1,1.0,99.6,106.6,-7.0,156.8,10.6,2021,SF
Tom Vodanovich,SYD,0.566,0.544,156.7,3.9,15.1,9.7,3.4,12.2,1.5,0.0,16.5,-2.9,1.2,107.7,108.6,-0.9,97.0,10.2,2021,SF
Clinton Steindl,PER,0.475,0.446,147.3,3.9,9.5,6.6,8.2,8.9,1.5,0.2,22.4,-1.2,1.0,100.4,111.1,-10.6,102.6,10.0,2021,SF
B.J. Johnson,BRI,0.548,0.483,155.6,4.3,12.9,8.9,6.5,18.0,1.0,0.7,22.5,-5.9,1.3,98.8,109.5,-10.7,45.2,10.0,2021,SF
Didi Louzada,SYD,0.47,0.457,122.4,3.8,11.3,7.7,11.3,11.8,1.5,1.0,19.8,-0.1,1.0,97.6,112.9,-15.3,101.8,9.9,2021,SF
Jordan Ngatai,CRN,0.64,0.633,164.0,2.5,8.2,5.3,4.9,12.6,0.8,0.2,12.4,-1.4,1.3,118.1,122.8,-4.7,137.4,9.4,2021,SF
Jarred Bairstow,PER,0.547,0.483,130.1,11.6,13.7,12.7,10.1,21.9,0.8,0.4,8.4,0.5,1.3,119.3,111.5,7.8,107.0,9.3,2021,SF
Samuel McDaniel,MEL,0.496,0.476,153.6,4.0,14.2,9.3,9.3,12.2,1.1,1.4,14.8,0.3,1.0,104.4,105.5,-1.1,124.6,8.9,2021,SF
Wani Swaka Lo Buluk,PER,0.541,0.485,146.0,4.9,12.1,8.4,5.9,15.0,1.0,0.0,13.5,-2.0,1.3,107.4,112.1,-4.7,25.7,8.4,2021,SF
Deng Adel,ILL,0.393,0.352,131.1,4.2,14.9,9.3,15.1,15.3,0.9,0.6,19.9,-0.1,0.8,86.8,111.3,-24.5,79.0,6.7,2021,SF
Dillon Stith,MEL,0.339,0.308,80.8,13.1,3.1,8.0,0.0,6.3,1.4,0.0,19.2,-2.7,0.8,83.7,114.2,-30.6,1.0,3.4,2021,SF
Chuatwech Reath,PER,1.136,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.3,0.0,0.0,250.0,115.2,134.8,1.2,77.1,2020,SF
Geremy McKay,SEM,1.0,1.0,100.0,30.3,29.4,29.9,0.0,0.0,0.0,0.0,10.7,0.0,2.0,216.7,114.6,102.1,3.0,28.7,2020,SF
Jae'sean Tate,SYD,0.686,0.683,165.3,7.5,15.1,11.4,11.8,12.9,1.7,1.6,22.4,-1.9,1.6,127.0,105.9,21.1,410.8,20.8,2020,SF
Lamar Patterson,BRI,0.56,0.513,157.4,5.1,17.3,11.3,26.7,14.3,1.9,0.2,32.2,-0.3,1.3,111.7,112.5,-0.7,357.0,19.5,2020,SF
Eric Griffin,ADE,0.622,0.57,158.9,8.5,21.6,15.0,8.0,17.5,1.5,5.2,24.9,-6.8,1.6,113.6,111.5,2.2,257.4,18.5,2020,SF
Jaye Crockett,SEM,0.613,0.58,176.8,8.3,17.3,12.7,7.7,10.9,2.7,2.5,18.4,-1.1,1.4,123.9,112.5,11.3,67.8,17.9,2020,SF
Mitchell Creek,SEM,0.563,0.516,159.9,7.4,16.7,12.0,13.7,11.3,1.6,1.0,25.1,-0.6,1.3,116.2,117.7,-1.5,350.1,17.9,2020,SF
Scotty Hopson,NZB,0.551,0.527,155.2,2.9,18.3,10.7,25.1,15.3,1.7,0.9,29.8,-0.1,1.2,107.1,110.3,-3.2,261.3,17.6,2020,SF
Clinton Steindl,PER,0.61,0.584,181.6,3.3,8.0,5.6,8.3,5.5,0.9,0.9,20.3,1.0,1.3,127.4,120.5,6.9,181.0,15.9,2020,SF
Daniel Trist,SEM,0.605,0.553,162.7,8.3,25.6,16.9,9.3,3.4,0.9,0.5,14.2,3.4,1.4,139.0,119.1,20.0,66.2,15.7,2020,SF
Chris Goulding,MEL,0.583,0.544,164.6,1.4,6.3,3.8,11.7,8.2,1.4,0.2,21.9,0.8,1.3,121.6,114.9,6.7,254.2,14.4,2020,SF
Jesse Wagstaff,PER,0.581,0.521,167.2,4.6,16.6,10.4,12.0,10.8,1.0,0.6,16.3,1.6,1.3,122.6,117.2,5.4,148.2,13.3,2020,SF
Craig Moller,SYD,0.551,0.488,152.5,8.8,13.8,11.4,9.8,9.6,1.1,0.6,16.6,0.7,1.3,119.0,107.3,11.7,84.8,13.1,2020,SF
George Blagojevic,CRN,0.567,0.467,118.1,10.5,8.7,9.5,9.7,12.4,0.0,3.0,18.3,-0.6,1.6,119.8,116.3,3.5,15.7,12.9,2020,SF
Casey Prather,MEL,0.533,0.49,173.5,4.6,18.9,11.7,5.9,16.0,1.9,2.8,25.8,-6.9,1.1,100.1,116.3,-16.1,26.7,12.8,2020,SF
Hyrum Harris,ILL,0.665,0.654,191.8,9.0,13.4,10.9,13.5,24.5,1.0,4.1,16.8,-4.0,1.6,111.7,124.8,-13.1,28.3,12.7,2020,SF
Terrico White,PER,0.507,0.474,154.9,2.6,11.0,6.7,10.6,6.4,1.2,0.3,22.6,1.3,1.1,110.6,119.5,-8.9,243.3,12.7,2020,SF
R.J. Hampton,NZB,0.488,0.459,138.1,3.9,17.0,10.4,18.0,14.5,2.6,1.4,22.3,0.3,1.1,99.5,111.3,-11.8,95.4,12.6,2020,SF
Stanton Kidd,MEL,0.55,0.528,167.9,3.8,20.0,11.6,4.4,12.3,1.4,2.8,21.6,-4.4,1.2,104.9,107.1,-2.2,71.3,12.6,2020,SF
Anthony Drmic,ADE,0.527,0.498,138.8,4.8,14.3,9.5,11.4,7.3,1.8,0.1,16.9,2.1,1.2,117.2,116.0,1.1,214.1,12.5,2020,SF
Todd Blanchfield,ILL,0.55,0.495,156.2,3.3,11.6,7.1,6.7,7.4,1.3,1.3,18.0,-0.3,1.3,115.7,121.1,-5.5,221.9,12.3,2020,SF
Dillon Stith,MEL,0.794,0.714,157.1,2.7,4.8,3.8,6.2,22.9,3.4,0.0,12.6,-3.8,2.3,130.4,112.1,18.3,8.1,12.1,2020,SF
Jack McVeigh,ADE,0.59,0.55,174.5,5.1,7.0,6.0,5.3,9.5,1.4,0.9,15.9,-1.1,1.3,121.7,118.8,2.9,95.6,11.6,2020,SF
Ethan Rusbatch,NZB,0.907,0.893,222.6,0.0,18.1,9.2,3.5,21.2,1.2,0.0,10.6,-3.4,1.9,133.4,113.7,19.7,20.0,11.2,2020,SF
Lucas Walker,SYD,0.591,0.609,120.0,8.2,17.9,13.2,3.2,12.3,1.1,1.3,13.0,-2.1,1.3,115.3,108.1,7.2,32.9,10.2,2020,SF
Fabijan Krslovic,CRN,0.524,0.519,137.1,8.4,15.8,12.4,4.6,17.7,2.4,2.5,12.9,-3.0,1.1,102.5,111.3,-8.9,80.1,9.4,2020,SF
Daniel Dillon,ADE,0.526,0.446,147.3,1.7,9.1,5.4,12.4,15.7,2.2,0.4,15.1,0.4,1.3,106.5,116.8,-10.3,46.7,8.6,2020,SF
Daniel Grida,ILL,0.507,0.468,136.1,4.9,9.9,7.2,6.0,13.4,1.4,1.7,16.1,-2.4,1.2,101.7,120.9,-19.2,64.6,8.0,2020,SF
Kuany Ngor Kuany,SYD,0.45,0.45,90.0,11.1,9.9,10.4,14.2,16.7,0.0,0.0,25.8,-3.2,0.9,92.3,106.2,-13.9,4.9,7.8,2020,SF
Samuel McDaniel,MEL,0.454,0.404,160.8,5.9,10.0,8.0,3.5,9.5,1.9,0.0,17.0,-2.0,1.0,99.6,113.1,-13.5,12.2,7.5,2020,SF
Kendall Stephens,SEM,0.532,0.532,75.9,1.0,8.8,4.8,4.6,12.2,1.6,1.8,15.4,-2.0,1.1,101.9,120.3,-18.5,54.6,7.4,2020,SF
Luke Travers,PER,0.417,0.417,66.7,10.5,15.5,12.9,28.2,40.0,1.8,0.0,15.0,0.0,0.8,86.3,108.8,-22.5,7.6,7.0,2020,SF
Wani Swaka Lo Buluk,PER,0.384,0.345,97.0,8.4,3.7,6.1,6.3,5.8,0.5,1.9,16.5,0.7,0.9,94.1,114.8,-20.6,12.7,6.7,2020,SF
Mika Vukona,BRI,0.515,0.525,92.5,11.8,10.3,11.0,13.9,35.8,1.6,0.8,14.6,-5.3,1.2,90.5,114.0,-23.4,30.8,5.6,2020,SF
Tom Vodanovich,NZB,0.577,0.547,142.2,6.4,10.3,8.3,3.0,21.2,0.3,1.0,11.7,-4.2,1.3,104.3,118.7,-14.4,15.8,4.8,2020,SF
Reuben Te Rangi,BRI,0.457,0.438,120.0,2.1,14.7,8.5,6.3,14.4,0.2,0.0,16.3,-2.4,1.0,90.4,116.3,-25.9,27.1,4.5,2020,SF
Terry Armstrong,SEM,0.347,0.0,100.0,7.2,6.7,6.9,12.6,0.0,0.0,0.0,7.1,7.6,1.0,126.5,131.4,-4.9,1.5,3.9,2020,SF
Jordan Ngatai,NZB,0.384,0.379,104.2,3.9,10.5,7.2,5.4,22.8,1.4,1.2,9.2,-2.0,0.8,81.1,116.1,-35.0,16.7,2.5,2020,SF
Tom Vodanovich,NZB,0.852,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,0.0,0.0,186.5,123.1,63.4,1.6,41.2,2019,SF
Kruz Perrott-Hunt,NZB,0.0,0.0,0.0,0.0,87.0,44.9,121.2,0.0,0.0,0.0,0.0,49.3,0.0,224.2,66.8,157.5,1.5,34.0,2019,SF
Wani Swaka Lo Buluk,PER,0.833,0.833,166.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,1.7,138.8,112.3,26.4,2.3,32.0,2019,SF
Venky Jois,MEL,0.516,0.5,100.0,18.0,18.5,18.2,25.1,14.0,5.2,3.0,31.8,-1.2,1.4,108.5,98.0,10.5,15.7,26.3,2019,SF
Deng Deng,SYD,0.777,0.795,182.7,8.6,17.7,13.3,7.3,7.0,2.2,1.3,18.6,0.0,1.9,148.3,110.6,37.7,33.4,25.9,2019,SF
Fabijan Krslovic,CRN,0.689,0.75,120.0,14.4,25.9,19.6,0.0,0.0,1.7,0.0,15.3,0.0,1.5,146.8,114.9,31.9,14.9,23.1,2019,SF
D.J. Kennedy,MEL,0.545,0.474,170.4,7.9,19.4,13.6,15.2,10.5,2.2,1.8,19.6,2.0,1.3,119.3,106.4,12.9,379.1,18.7,2019,SF
Finn Delany,NZB,0.664,0.637,166.4,8.1,12.3,10.2,13.4,12.3,0.8,0.4,19.5,0.4,1.6,130.2,118.4,11.7,134.9,18.2,2019,SF
Majok Deng,ADE,0.608,0.549,165.4,7.6,17.5,12.7,6.6,9.3,1.0,1.7,22.7,-2.0,1.5,123.7,109.9,13.8,120.6,17.3,2019,SF
Todd Blanchfield,ILL,0.631,0.595,168.9,2.1,15.6,8.9,11.2,9.7,2.1,1.0,19.2,0.3,1.4,120.8,111.0,9.8,279.7,16.9,2019,SF
Cameron Gliddon,BRI,0.625,0.573,173.9,2.5,10.5,6.5,10.6,7.8,2.0,0.5,17.3,1.7,1.4,128.2,114.8,13.4,289.0,16.4,2019,SF
Patrick Richard,NZB,0.571,0.545,165.9,3.2,14.8,8.9,15.1,9.4,1.7,0.9,20.4,2.5,1.2,119.2,114.7,4.5,210.0,16.3,2019,SF
Clinton Steindl,PER,0.59,0.561,178.0,3.5,13.2,8.4,7.3,8.7,1.8,0.8,20.4,-1.1,1.3,118.4,109.5,9.0,147.0,16.0,2019,SF
Terrico White,PER,0.54,0.515,151.2,2.2,12.7,7.5,12.8,8.4,1.3,0.2,24.1,0.5,1.2,111.6,112.2,-0.7,287.4,15.8,2019,SF
Brad Newley,SYD,0.55,0.514,145.1,3.7,16.7,10.4,12.7,10.6,1.5,0.8,20.2,0.8,1.3,110.8,112.1,-1.3,242.8,15.4,2019,SF
Mika Vukona,BRI,0.611,0.588,124.8,11.4,17.9,14.7,16.9,23.9,1.5,1.5,18.5,-2.8,1.4,110.4,112.4,-2.0,155.1,14.6,2019,SF
Brian Bowen II,SYD,0.557,0.496,155.5,7.1,15.7,11.6,6.6,12.4,0.8,1.7,19.4,-2.5,1.3,110.4,113.6,-3.1,133.8,14.2,2019,SF
Kuany Ngor Kuany,CRN,0.51,0.449,127.7,8.9,20.7,14.5,5.3,8.0,2.1,0.0,17.8,-1.1,1.2,110.5,112.3,-1.8,35.6,13.7,2019,SF
Jordan Ngatai,NZB,0.543,0.462,146.8,5.6,19.8,12.5,9.3,6.0,1.8,0.0,12.6,2.9,1.3,126.4,111.5,15.0,17.7,13.1,2019,SF
Reuben Te Rangi,BRI,0.581,0.568,155.9,4.2,12.1,8.1,7.9,9.8,0.8,0.5,19.4,-0.9,1.3,114.4,116.7,-2.3,165.3,13.1,2019,SF
Thomas Abercrombie,NZB,0.548,0.505,162.0,6.2,16.4,11.2,6.5,6.4,1.6,1.3,14.2,1.1,1.2,121.7,115.0,6.6,207.7,13.0,2019,SF
D.J. Newbill,CRN,0.51,0.482,135.4,3.3,12.7,7.8,13.3,13.0,2.1,0.6,22.7,-1.5,1.2,101.0,114.4,-13.4,213.6,12.4,2019,SF
