Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Season,Position
Bryce Cotton,PER,30,1093.4,704,210,519,0.404,85,236,0.362,200,219,0.913,20,118,138,148,49,0,62,50,2023,PG
Derrick Walton Jr.,SYD,34,931.4,527,175,370,0.474,44,117,0.375,133,163,0.814,8,118,126,204,21,0,98,54,2023,PG
Corey Webster,PER,29,803.0,413,156,345,0.452,52,133,0.394,49,65,0.754,12,75,87,58,14,2,46,58,2023,PG
Nathan Sobey,BRI,27,860.6,402,126,334,0.376,48,169,0.285,102,121,0.846,14,89,102,123,25,4,91,54,2023,PG
Xavier Rathan-Mayes,MEL,27,776.4,385,146,331,0.441,57,154,0.373,36,65,0.554,19,127,146,121,26,3,62,59,2023,PG
William McDowell-White,NZB,34,999.8,378,139,327,0.424,47,155,0.3,55,61,0.898,25,156,181,207,30,9,74,74,2023,PG
Izayah Mauriohooho Le'Afa,NZB,35,951.8,371,124,305,0.407,67,185,0.363,56,74,0.75,22,66,88,74,44,5,83,79,2023,PG
Shannon Scott,CRN,31,928.7,313,112,272,0.413,49,138,0.357,39,50,0.784,34,99,134,165,48,9,61,77,2023,PG
Joshua Magette,JACK,28,803.1,297,96,269,0.355,45,141,0.316,61,73,0.843,19,74,93,129,59,1,41,67,2023,PG
Jason Cadee,BRI,24,730.6,276,95,239,0.396,37,128,0.29,50,61,0.81,8,59,66,97,23,0,56,45,2023,PG
Gary Browne,SEM,20,566.9,244,87,219,0.397,29,107,0.271,41,66,0.621,16,55,71,129,29,1,54,34,2023,PG
Mitchell McCarron,ADE,26,776.5,200,74,152,0.487,6,33,0.182,45,60,0.754,40,89,128,98,41,7,45,49,2023,PG
Ben Ayre,CRN,32,439.4,183,63,163,0.388,33,96,0.34,25,30,0.833,7,25,32,45,11,2,22,53,2023,PG
Isaac White,JACK,28,306.9,152,49,93,0.522,16,32,0.484,39,48,0.826,14,42,57,17,9,1,18,29,2023,PG
Lachlan Timothy Dent,ILL,25,386.2,124,46,121,0.383,21,59,0.356,10,12,0.833,14,33,47,45,12,1,33,47,2023,PG
Craig Randall II,ADE,6,187.5,121,44,91,0.478,22,54,0.4,12,12,1.0,0,19,19,18,6,0,23,6,2023,PG
Jarrad Weeks,JACK,31,386.7,120,39,87,0.452,30,64,0.468,11,24,0.478,9,28,37,16,8,0,22,50,2023,PG
Ian Clark,ADE,10,246.5,118,42,88,0.473,15,44,0.356,19,21,0.909,3,21,24,30,8,4,24,22,2023,PG
Shea Ili,MEL,13,307.4,112,34,88,0.386,13,37,0.351,30,37,0.811,15,27,42,48,11,7,26,30,2023,PG
Peyton Siva,ILL,11,298.8,101,31,85,0.369,17,58,0.293,23,26,0.885,1,22,23,68,19,0,27,33,2023,PG
Owen Foxwell,SEM,17,278.2,65,21,58,0.362,10,31,0.323,13,21,0.619,15,14,29,22,21,5,13,30,2023,PG
Makuach Maluach,MEL,18,113.0,49,16,35,0.457,9,16,0.563,8,11,0.727,7,6,13,4,3,2,9,12,2023,PG
Devondrick Walker,BRI,5,86.7,45,15,33,0.455,11,25,0.44,4,5,0.8,1,8,9,7,2,0,7,6,2023,PG
Lachlan Barker,MEL,14,154.1,43,13,40,0.325,8,23,0.348,9,12,0.75,1,13,14,8,5,0,11,11,2023,PG
Alex Mudronja,ILL,22,171.1,42,15,38,0.395,4,16,0.25,8,8,1.0,4,15,19,6,4,0,10,20,2023,PG
Kyle Zunic,PER,14,50.5,22,7,20,0.35,2,9,0.222,6,9,0.667,2,3,5,5,3,1,3,3,2023,PG
Biwali Bayles,SYD,10,82.7,19,6,23,0.25,1,12,0.083,6,10,0.6,1,10,11,8,1,1,7,13,2023,PG
Alexander McNaught,NZB,12,57.0,11,4,11,0.364,1,4,0.25,2,4,0.5,0,6,6,7,4,1,7,12,2023,PG
Justin Robinson,ILL,1,31.0,9,4,17,0.25,0,8,0.0,0,0,0.0,2,3,4,7,1,1,0,3,2023,PG
Iggy Mitchell,SYD,3,22.3,5,2,5,0.4,0,1,0.0,1,1,1.0,2,4,6,0,0,1,1,3,2023,PG
Walter Brown,JACK,8,15.5,3,1,2,0.5,1,2,0.5,0,0,0.0,0,2,2,0,0,1,2,4,2023,PG
Bryce Cotton,PER,28,986.4,638,206,499,0.412,88,246,0.359,138,151,0.913,24,82,106,137,39,1,55,35,2022,PG
Jaylen Adams,SYD,24,747.4,492,162,363,0.446,73,176,0.413,96,114,0.836,16,105,121,137,27,6,71,68,2022,PG
Tyler Harvey,ILL,28,894.1,451,167,413,0.405,68,211,0.322,48,60,0.8,6,90,96,89,47,4,40,50,2022,PG
Xavier Munford,SEM,26,713.3,430,161,354,0.455,31,93,0.33,77,94,0.811,17,89,105,107,34,6,58,57,2022,PG
Joshua Magette,JACK,34,1067.6,410,140,403,0.347,67,235,0.284,64,81,0.785,30,114,144,206,63,4,71,86,2022,PG
Matt Dellavedova,MEL,30,768.6,300,109,280,0.389,48,133,0.358,35,48,0.735,20,71,91,141,24,2,61,58,2022,PG
Peyton Siva,NZB,23,614.1,276,83,228,0.366,48,144,0.331,61,74,0.822,10,48,58,108,46,3,53,60,2022,PG
Kyle Adnam,SEM,25,427.1,222,78,194,0.4,28,74,0.378,39,44,0.886,7,40,47,63,8,0,37,44,2022,PG
Mitchell McCarron,ADE,27,917.0,209,78,221,0.355,23,88,0.264,29,39,0.763,43,146,189,133,53,9,52,48,2022,PG
Nathan Sobey,BRI,12,349.5,192,59,154,0.381,22,79,0.278,53,61,0.869,5,47,52,42,10,4,28,16,2022,PG
Scott Machado,CRN,18,494.2,186,62,205,0.303,23,102,0.23,39,50,0.776,2,55,57,97,11,2,53,35,2022,PG
William McDowell-White,NZB,24,573.4,162,59,143,0.41,32,86,0.369,13,14,0.929,16,63,79,82,23,5,29,40,2022,PG
Chasson Randle,NZB,17,328.6,133,43,119,0.364,23,75,0.311,23,29,0.793,8,14,22,15,9,2,21,51,2022,PG
Jeremiah Martin,NZB,10,297.2,129,49,125,0.392,7,32,0.226,23,32,0.71,5,22,27,33,13,4,18,21,2022,PG
Tad Dufelmeier Jr.,ADE,27,367.4,118,46,116,0.395,8,34,0.242,18,27,0.667,27,29,57,59,16,1,27,37,2022,PG
Jarrad Weeks,JACK,33,362.2,116,40,110,0.364,26,78,0.329,10,12,0.833,8,46,54,30,3,1,20,26,2022,PG
Jarrod Kenny,CRN,21,338.5,65,22,56,0.386,15,42,0.357,7,9,0.778,7,26,33,41,5,2,21,26,2022,PG
Isaac White,ILL,24,182.6,64,21,54,0.389,7,21,0.333,15,18,0.833,16,24,40,12,3,1,8,17,2022,PG
Biwali Bayles,SYD,17,171.9,59,22,57,0.379,6,23,0.261,10,16,0.625,2,22,24,18,5,3,15,16,2022,PG
Ben Ayre,CRN,8,129.9,51,15,41,0.372,10,25,0.385,11,13,0.846,2,12,13,27,5,1,8,15,2022,PG
Lachlan Barker,SEM,14,106.9,36,14,34,0.412,3,10,0.3,5,6,0.833,5,5,10,4,2,0,4,8,2022,PG
Tamuri Wigness,BRI,17,115.0,34,14,34,0.412,2,7,0.286,4,6,0.667,3,12,15,9,3,0,6,9,2022,PG
Kyle Zunic,PER,16,161.7,27,10,36,0.286,3,23,0.13,4,6,0.667,4,18,22,12,5,0,6,9,2022,PG
Emmett Naar,ILL,10,49.0,11,5,10,0.5,0,2,0.0,1,2,0.5,1,6,7,7,1,0,2,3,2022,PG
Owen Foxwell,SEM,4,42.3,8,3,7,0.429,1,2,0.5,1,2,0.5,4,2,6,2,1,0,1,7,2022,PG
Robbie Heath,CRN,3,10.9,4,2,5,0.4,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,2022,PG
Iggy Mitchell,SYD,3,6.5,1,0,0,0.0,0,0,0.0,1,2,0.5,1,0,1,0,0,0,0,0,2022,PG
Lachlan Timothy Dent,ILL,6,12.0,0,0,5,0.0,0,4,0.0,0,0,0.0,0,0,0,0,1,0,1,4,2022,PG
Sejr Deans,JACK,2,2.1,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,2022,PG
Jayden Hodgson,SYD,5,10.7,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,1,2022,PG
Nathan Sobey,BRI,36,1225.7,734,252,550,0.458,102,266,0.382,129,145,0.887,25,145,170,163,33,9,90,58,2021,PG
Casper Ware,SYD,36,1202.6,629,212,529,0.402,75,247,0.304,128,156,0.823,16,98,114,156,26,3,94,72,2021,PG
Scott Machado,CRN,35,1087.8,555,198,483,0.411,69,193,0.358,90,112,0.8,21,103,124,245,33,1,108,81,2021,PG
Kyle Adnam,SEM,39,866.4,466,158,393,0.401,61,166,0.367,90,107,0.841,15,56,71,138,26,0,66,89,2021,PG
Mitchell McCarron,MEL,42,1266.2,394,148,340,0.436,37,118,0.308,61,72,0.849,41,174,215,211,56,14,79,68,2021,PG
Keifer Sykes,SEM,27,730.5,390,148,356,0.416,50,137,0.365,44,51,0.863,17,67,84,135,21,2,56,61,2021,PG
Corey Webster,NZB,28,724.1,381,144,336,0.429,53,149,0.354,40,47,0.848,14,78,92,81,24,1,53,75,2021,PG
Mitchell Norton,PER,41,986.8,348,112,262,0.429,18,49,0.354,106,136,0.78,44,101,145,152,35,0,62,89,2021,PG
Justin Simon,ILL,39,996.4,337,138,328,0.419,16,66,0.242,46,88,0.523,74,143,217,83,72,23,35,65,2021,PG
Josh Giddey,ADE,28,899.7,301,113,265,0.425,29,99,0.293,47,68,0.691,31,175,206,206,31,13,92,43,2021,PG
Shea Ili,MEL,34,637.9,222,76,183,0.414,34,80,0.42,36,46,0.787,21,61,82,67,21,4,42,73,2021,PG
Izayah Mauriohooho Le'Afa,SEM,32,508.8,195,74,169,0.438,37,105,0.352,10,13,0.769,9,51,60,58,29,2,35,68,2021,PG
William McDowell-White,NZB,20,558.3,162,63,163,0.39,27,93,0.286,8,10,0.8,13,73,86,103,16,9,26,34,2021,PG
Emmett Naar,ILL,37,497.3,138,52,136,0.382,14,41,0.341,20,25,0.8,15,34,49,94,12,0,30,23,2021,PG
Isaac White,ILL,31,344.3,135,48,114,0.421,20,61,0.328,19,21,0.905,11,37,48,16,7,0,20,30,2021,PG
Daniel Dillon,ADE,30,391.3,108,41,91,0.451,4,18,0.222,21,34,0.618,9,37,46,57,12,2,23,36,2021,PG
Jarrod Kenny,CRN,36,477.8,95,33,93,0.352,23,61,0.383,6,12,0.5,14,42,56,54,10,0,20,61,2021,PG
Adam Gibson,SEM,24,314.7,79,29,78,0.372,15,49,0.306,6,8,0.75,10,24,34,26,8,0,12,31,2021,PG
Tamuri Wigness,BRI,27,303.4,77,33,87,0.378,8,28,0.276,3,5,0.6,12,25,37,27,12,3,17,23,2021,PG
Jarrad Weeks,NZB,18,230.1,66,22,61,0.361,9,44,0.205,13,17,0.765,1,15,16,19,3,0,18,20,2021,PG
Donald Sloan,ADE,6,153.8,54,15,45,0.333,9,22,0.409,15,17,0.882,1,10,11,19,0,0,12,12,2021,PG
Jeremy Kendle,ADE,7,85.5,37,14,36,0.4,5,20,0.263,3,4,0.75,1,4,5,13,4,0,8,7,2021,PG
Jeremy Kendle,NZB,3,41.5,21,7,16,0.438,3,10,0.3,4,5,0.8,0,5,5,0,0,0,3,4,2021,PG
Lachlan Timothy Dent,ILL,12,49.0,17,7,19,0.368,3,7,0.429,0,0,0.0,2,2,4,9,3,0,4,5,2021,PG
Jarrad Weeks,SYD,8,59.1,16,6,13,0.462,4,10,0.4,0,0,0.0,1,8,9,4,0,0,3,8,2021,PG
Lochlan Hutchison,SYD,6,43.4,9,3,10,0.3,2,6,0.333,1,2,0.5,2,5,7,5,2,2,2,8,2021,PG
Bryce Cotton,PER,33,1142.1,792,262,612,0.427,106,273,0.387,163,193,0.848,18,122,140,141,52,1,71,44,2020,PG
Casper Ware,SYD,34,1025.5,593,192,528,0.364,86,308,0.279,122,158,0.772,15,65,80,122,20,2,70,70,2020,PG
John Roberson,SEM,28,840.8,559,188,407,0.462,111,253,0.438,72,78,0.924,8,54,62,153,22,0,65,70,2020,PG
Dzherom Rendl,ADE,28,837.0,531,199,435,0.457,43,131,0.331,90,99,0.913,12,74,86,122,20,0,63,59,2020,PG
Scott Machado,CRN,31,1013.2,519,181,398,0.454,63,156,0.403,95,109,0.87,14,108,122,236,44,1,98,83,2020,PG
Nathan Sobey,BRI,28,768.0,461,163,394,0.414,49,149,0.327,86,92,0.935,19,92,111,96,17,2,51,59,2020,PG
Sek Henry,NZB,26,746.7,362,128,292,0.44,65,169,0.382,41,56,0.727,16,43,60,92,29,8,32,60,2020,PG
Jason Cadee,BRI,28,663.0,310,99,224,0.44,70,164,0.424,43,57,0.754,12,49,61,65,16,0,18,29,2020,PG
Kyle Adnam,SEM,28,472.1,251,97,190,0.51,16,50,0.314,42,47,0.875,10,16,26,72,19,0,39,43,2020,PG
Mitchell Norton,PER,34,672.2,245,84,214,0.39,21,66,0.317,56,69,0.818,25,43,68,91,25,1,33,80,2020,PG
Corey Webster,NZB,11,339.3,214,82,184,0.443,33,83,0.398,18,20,0.9,11,31,42,46,8,4,25,24,2020,PG
LaMelo Ball,ILL,12,374.5,202,74,197,0.377,20,79,0.25,34,47,0.723,22,66,88,80,20,2,30,31,2020,PG
Shea Ili,MEL,29,519.5,184,64,155,0.41,24,68,0.353,33,43,0.767,29,32,61,64,25,3,37,69,2020,PG
Jarrad Weeks,NZB,25,415.1,149,51,133,0.382,30,77,0.395,17,23,0.739,6,40,46,34,8,0,23,44,2020,PG
Adam Gibson,SEM,21,440.1,145,53,117,0.458,32,69,0.457,7,9,0.778,10,38,47,43,14,1,25,51,2020,PG
Angus Glover,ILL,27,364.3,143,52,119,0.436,14,52,0.275,25,35,0.714,24,37,62,31,13,2,20,48,2020,PG
Emmett Naar,ILL,25,445.8,142,59,120,0.487,13,35,0.371,11,13,0.846,9,28,37,88,14,0,28,20,2020,PG
Jarrod Kenny,CRN,30,427.6,99,35,81,0.438,18,48,0.375,10,13,0.769,13,33,46,31,11,1,23,52,2020,PG
Anthony Fisher,CRN,15,54.2,12,3,19,0.158,0,6,0.0,6,7,0.857,3,3,6,1,0,0,1,7,2020,PG
Alex Mudronja,ADE,4,12.5,9,3,6,0.5,0,2,0.0,3,4,0.75,1,1,2,1,0,0,2,3,2020,PG
Lachlan Timothy Dent,ILL,2,7.4,5,2,4,0.5,1,2,0.5,0,0,0.0,0,0,0,0,0,0,0,1,2020,PG
Bijan Johnson,ADE,4,7.8,4,1,3,0.333,0,1,0.0,2,2,1.0,0,1,1,0,3,0,1,1,2020,PG
William Hickey,SEM,2,2.3,3,1,4,0.25,0,2,0.0,1,1,1.0,0,0,0,0,0,0,0,0,2020,PG
Tad Dufelmeier Jr.,CRN,5,9.8,1,0,3,0.0,0,1,0.0,1,2,0.5,1,0,1,2,0,0,1,3,2020,PG
Michael Harris,ADE,2,16.4,1,0,5,0.0,0,3,0.0,1,2,0.5,0,1,1,1,1,0,2,1,2020,PG
Ben Ayre,ADE,2,4.0,0,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,1,0,0,2,0,2020,PG
Hunter-Jack Madden,SYD,8,4.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,2,2020,PG
Bryce Cotton,PER,31,1090.9,701,226,559,0.404,91,259,0.352,158,184,0.86,23,106,128,121,44,3,63,36,2019,PG
Casper Ware,MEL,34,1161.9,654,222,558,0.399,101,288,0.35,109,127,0.856,22,87,109,148,28,5,91,77,2019,PG
Melo Trimble,CRN,28,963.9,630,207,460,0.45,76,183,0.415,140,168,0.833,18,98,116,129,32,5,92,69,2019,PG
Dzherom Rendl,SYD,29,956.4,536,201,452,0.445,44,107,0.413,90,103,0.87,12,71,84,120,22,0,82,62,2019,PG
Nathan Sobey,ADE,28,877.4,424,149,324,0.461,36,108,0.33,91,104,0.873,19,113,132,138,30,7,78,41,2019,PG
Jarrad Weeks,NZB,28,570.0,279,95,212,0.447,48,120,0.402,41,50,0.824,9,38,47,65,12,8,37,61,2019,PG
Jason Cadee,BRI,30,818.6,253,87,226,0.386,53,146,0.361,26,35,0.743,4,61,65,123,33,1,43,59,2019,PG
Mitchell Norton,PER,27,539.8,232,70,171,0.412,18,58,0.304,74,87,0.845,11,46,57,73,20,1,35,60,2019,PG
Cedric Jackson,ILL,28,648.2,217,89,210,0.424,3,21,0.136,36,64,0.561,25,60,85,104,30,3,57,69,2019,PG
Shea Ili,NZB,27,626.1,210,78,181,0.429,15,64,0.231,39,51,0.769,30,37,67,75,22,10,45,59,2019,PG
Kyle Adnam,SYD,30,461.6,207,69,176,0.392,29,77,0.373,40,44,0.907,9,26,35,41,8,3,29,58,2019,PG
Adam Gibson,BRI,30,586.0,188,62,152,0.407,35,92,0.385,29,34,0.853,12,55,67,82,20,1,29,55,2019,PG
Jarrod Kenny,CRN,28,510.2,138,49,117,0.419,27,61,0.443,13,18,0.722,17,48,65,47,11,2,26,45,2019,PG
Emmett Naar,ILL,28,459.2,114,43,108,0.402,14,37,0.395,13,16,0.765,11,29,40,80,14,1,24,17,2019,PG
Jeremy Kendle,BRI,18,177.1,110,42,94,0.441,7,27,0.259,19,22,0.864,5,16,21,20,8,1,11,23,2019,PG
Brendan Teys,ADE,28,340.2,93,36,81,0.442,11,34,0.333,10,17,0.611,10,22,32,20,17,1,19,42,2019,PG
Peter Hooley,MEL,34,304.4,69,30,76,0.387,5,27,0.192,5,14,0.357,9,16,25,44,10,1,22,20,2019,PG
Adris DeLeon,ADE,9,175.4,66,21,63,0.333,11,32,0.333,13,17,0.778,9,14,23,25,8,1,9,16,2019,PG
Adam Doyle,ADE,22,181.1,64,21,56,0.383,8,23,0.36,13,15,0.875,4,7,11,25,7,0,6,7,2019,PG
Marshall Nelson,ILL,15,98.1,31,10,33,0.314,5,15,0.313,6,6,1.0,3,14,17,8,3,0,5,17,2019,PG
Bijan Johnson,ADE,5,7.7,4,1,2,0.5,0,0,0.0,2,4,0.5,0,1,1,0,0,0,1,3,2019,PG
Makoto Hiejima,BRI,3,1.9,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2019,PG
Lochlan Cummings,PER,3,4.1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,0,2019,PG
Max de Geest,NZB,1,2.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2019,PG
Nelson Larkins,ADE,2,1.5,0,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,0,1,0,0,0,2019,PG
Bryce Cotton,PER,30,979.7,611,204,462,0.441,94,209,0.448,109,126,0.869,31,63,94,96,39,1,58,55,2018,PG
Casper Ware,MEL,35,1140.1,584,186,489,0.381,80,240,0.335,131,153,0.857,20,82,102,154,32,4,81,74,2018,PG
Edgar Sosa,NZB,28,775.4,448,145,350,0.414,75,195,0.385,83,99,0.837,13,50,63,108,26,2,61,66,2018,PG
Rotnei Clarke,ILL,25,744.3,437,143,339,0.422,58,166,0.349,93,100,0.923,16,50,67,69,14,2,45,37,2018,PG
Travis Trice,BRI,27,815.4,423,142,333,0.427,39,107,0.368,99,119,0.831,13,88,101,140,36,3,60,43,2018,PG
Nathan Sobey,ADE,35,942.2,412,147,356,0.413,43,129,0.331,75,95,0.794,18,113,131,94,25,9,69,65,2018,PG
Dzherom Rendl,SYD,19,659.8,383,150,313,0.479,31,79,0.385,53,66,0.8,24,38,62,101,21,0,64,47,2018,PG
Jason Cadee,SYD,28,792.8,314,101,230,0.439,59,135,0.433,54,72,0.746,12,66,78,93,26,5,28,60,2018,PG
Scoochie Smith,CRN,28,601.7,296,103,253,0.406,33,97,0.337,57,74,0.771,19,70,89,69,24,3,51,56,2018,PG
Shea Ili,NZB,30,650.0,282,96,247,0.387,23,64,0.365,67,95,0.71,38,52,90,96,21,2,49,64,2018,PG
Jarrad Weeks,CRN,28,539.2,246,83,222,0.373,44,126,0.345,37,53,0.7,16,30,46,59,18,2,37,55,2018,PG
Jarrod Kenny,PER,30,483.4,160,63,146,0.433,22,60,0.362,12,20,0.632,14,32,46,49,8,0,32,36,2018,PG
Damon Heuir,CRN,28,306.1,132,37,112,0.33,12,47,0.25,47,65,0.721,14,26,40,16,5,0,20,32,2018,PG
Kevin Lisch,SYD,11,268.7,123,38,97,0.396,20,51,0.392,26,33,0.788,6,24,30,26,17,1,12,26,2018,PG
Kyle Adnam,MEL,30,288.9,105,37,93,0.394,20,50,0.392,12,13,0.923,7,23,30,30,6,0,24,35,2018,PG
Brendan Teys,ADE,31,279.8,53,21,60,0.359,6,19,0.3,5,10,0.455,7,15,22,15,7,3,12,30,2018,PG
Jeremy Kendle,SYD,6,88.3,41,14,36,0.389,7,19,0.368,6,9,0.667,5,10,15,13,1,2,12,8,2018,PG
Adam Doyle,ADE,12,69.6,14,5,18,0.263,2,8,0.222,3,4,0.75,2,6,7,7,2,0,0,3,2018,PG
Nelson Larkins,ADE,11,35.7,10,4,12,0.308,1,6,0.143,2,4,0.5,1,6,6,3,1,1,2,8,2018,PG
Anthony Fisher,CRN,3,6.3,6,1,2,0.5,1,1,1.0,3,4,0.75,0,0,0,0,0,0,0,0,2018,PG
Mason Bragg,PER,5,6.5,4,1,3,0.333,0,1,0.0,2,2,1.0,0,1,1,1,0,0,0,0,2018,PG
Isaih Tueta,BRI,4,11.4,2,1,5,0.2,0,2,0.0,0,0,0.0,0,1,1,1,0,0,0,2,2018,PG
Durrell McDonald,MEL,1,5.3,0,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,1,0,0,0,0,2018,PG
Derone Raukawa,NZB,4,10.2,0,0,5,0.0,0,1,0.0,0,0,0.0,1,1,2,0,0,0,0,1,2018,PG
Sam Johns,ADE,2,9.3,0,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,0,1,0,0,2,2018,PG
Dzherom Rendl,ADE,31,973.3,623,235,465,0.506,43,117,0.363,111,123,0.9,18,70,88,157,30,0,110,66,2017,PG
Rotnei Clarke,ILL,34,946.3,571,202,432,0.467,88,223,0.394,80,90,0.892,24,66,90,93,34,1,49,45,2017,PG
Casper Ware,MEL,18,580.6,399,135,316,0.425,51,157,0.327,78,94,0.83,5,41,46,81,23,1,44,38,2017,PG
Travis Trice,CRN,26,693.3,392,132,313,0.421,41,110,0.374,87,108,0.8,18,63,80,93,33,4,40,37,2017,PG
Bryce Cotton,PER,16,530.6,379,129,273,0.474,46,131,0.352,74,83,0.889,11,41,52,51,21,0,31,29,2017,PG
Jason Cadee,SYD,28,876.8,372,112,296,0.379,61,178,0.345,86,102,0.84,13,57,70,91,27,4,38,61,2017,PG
Jermaine Beal,BRI,23,707.4,264,85,230,0.371,35,112,0.312,59,71,0.841,14,45,59,50,15,1,41,49,2017,PG
Mitchell Norton,ILL,31,655.5,243,77,162,0.473,15,44,0.348,74,92,0.802,17,40,58,87,30,4,38,69,2017,PG
Jarrad Weeks,CRN,30,475.7,194,62,167,0.37,32,87,0.369,38,49,0.787,10,32,42,57,21,3,40,57,2017,PG
Corey Webster,NZB,15,423.5,173,64,180,0.357,23,81,0.28,22,25,0.88,4,21,25,43,9,3,39,40,2017,PG
Kevin Dillard,NZB,9,269.4,158,54,127,0.427,20,53,0.382,29,34,0.857,4,31,35,42,14,2,35,26,2017,PG
Brendan Teys,ADE,31,577.2,150,50,141,0.356,11,52,0.218,39,47,0.82,13,42,55,37,14,0,26,58,2017,PG
Jarrod Kenny,PER,30,548.0,127,46,130,0.357,23,68,0.333,11,25,0.458,20,35,55,62,18,1,40,64,2017,PG
Nate Tomlinson,MEL,25,311.2,97,33,67,0.493,12,33,0.364,19,27,0.704,6,24,30,39,6,0,21,37,2017,PG
Cedric Jackson,MEL,9,259.7,92,37,97,0.379,2,17,0.118,16,34,0.485,14,31,45,50,13,2,20,21,2017,PG
David Stockton,NZB,10,210.1,81,27,74,0.368,10,33,0.294,16,21,0.773,8,18,26,41,5,1,22,27,2017,PG
Jeremy Kendle,BRI,7,179.3,78,30,65,0.469,5,18,0.278,12,14,0.857,4,16,20,17,6,0,13,14,2017,PG
Shea Ili,NZB,17,324.2,73,21,68,0.3,11,33,0.324,21,33,0.647,9,23,32,24,14,1,26,44,2017,PG
Kyle Adnam,MEL,20,180.3,72,23,68,0.338,6,30,0.2,20,26,0.769,8,11,19,23,2,0,10,16,2017,PG
Damon Heuir,CRN,18,116.3,56,20,58,0.339,7,25,0.292,9,10,0.9,4,14,19,10,5,0,12,13,2017,PG
Ben Woodside,NZB,6,176.1,54,19,43,0.442,5,17,0.294,10,13,0.769,3,17,20,33,8,1,16,17,2017,PG
Isaih Tueta,NZB,11,123.3,42,12,31,0.387,5,14,0.357,13,15,0.867,2,10,12,12,3,1,11,14,2017,PG
Adam Doyle,ADE,21,134.7,41,14,36,0.395,4,15,0.25,9,12,0.769,2,8,10,16,4,0,11,11,2017,PG
Isaih Tueta,BRI,8,96.4,27,9,31,0.3,3,12,0.273,5,8,0.625,0,10,10,12,2,0,9,9,2017,PG
Corban Wroe,PER,15,147.6,19,8,26,0.308,2,9,0.222,1,2,0.5,6,11,17,12,5,1,11,23,2017,PG
Angus Glover,ILL,3,10.8,6,2,4,0.5,2,4,0.5,1,2,0.5,1,1,2,0,1,0,4,1,2017,PG
Sam Johns,ADE,6,14.8,3,1,4,0.25,1,2,0.5,0,0,0.0,0,1,1,1,0,0,2,1,2017,PG
Anthony Fisher,CRN,2,10.8,0,0,4,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,2017,PG
Derone Raukawa,NZB,1,1.1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,0,2017,PG
Nelson Larkins,ADE,3,3.4,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,1,0,0,0,2017,PG
Hong Wang,BRI,3,1.3,0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,2,2017,PG
Corey Webster,NZB,28,939.1,546,198,501,0.396,77,224,0.344,72,90,0.802,12,48,60,64,29,9,71,56,2016,PG
Kevin Lisch,ILL,27,837.3,518,171,345,0.497,61,151,0.408,114,134,0.852,32,62,94,88,48,3,53,48,2016,PG
Dzherom Rendl,ADE,23,717.5,507,179,392,0.457,43,136,0.317,106,121,0.873,7,55,61,114,13,1,70,41,2016,PG
Stephen Holt,MEL,30,959.6,474,146,372,0.393,76,198,0.381,106,133,0.8,27,85,111,111,10,0,65,45,2016,PG
Jason Cadee,SYD,28,818.8,378,118,286,0.414,61,170,0.356,81,101,0.8,12,74,86,95,21,2,52,34,2016,PG
Markel Starks,CRN,26,638.4,341,142,314,0.452,18,80,0.224,39,46,0.841,16,43,59,64,11,0,38,52,2016,PG
Mitchell Norton,TOW,28,679.8,252,86,209,0.412,21,69,0.313,58,77,0.76,16,60,77,80,18,3,43,86,2016,PG
Jarrad Weeks,ILL,31,437.8,186,57,121,0.472,26,60,0.426,46,59,0.783,12,26,37,43,18,1,30,60,2016,PG
Jarrod Kenny,PER,34,647.4,160,58,138,0.419,29,80,0.367,14,20,0.7,22,49,71,46,15,1,35,74,2016,PG
Damian Martin,PER,24,634.5,133,53,124,0.426,19,55,0.352,8,20,0.4,29,79,108,81,44,6,43,52,2016,PG
Mirko Djeric,TOW,24,394.8,129,44,134,0.331,33,102,0.323,8,13,0.615,4,27,31,22,2,1,12,25,2016,PG
Nate Tomlinson,MEL,30,501.2,109,35,106,0.327,18,53,0.346,21,33,0.656,9,35,44,78,8,1,36,69,2016,PG
Larry Davidson,ILL,31,409.1,102,34,82,0.422,3,18,0.167,30,38,0.795,32,59,91,28,10,10,33,74,2016,PG
